"seed";"a";"b";"c";"d";"e";"rho1";"rho2";"err1";"err2";"flipped"
1395;300;6;0;2;2;0.833;0.818;FALSE;FALSE;"NOT-flipped"
14042;300;6;0;2;2;0.822;0.808;FALSE;FALSE;"NOT-flipped"
14687;300;6;0;2;2;0.776;0.771;FALSE;FALSE;"NOT-flipped"
14797;300;6;0;2;2;0.766;0.81;FALSE;FALSE;"NOT-flipped"
14800;300;6;0;2;2;0.789;0.799;FALSE;FALSE;"NOT-flipped"
14857;300;6;0;2;2;0.799;0.773;FALSE;FALSE;"NOT-flipped"
14984;300;6;0;2;2;0.773;0.846;FALSE;FALSE;"NOT-flipped"
15487;300;6;0;2;2;0.791;0.791;FALSE;FALSE;"NOT-flipped"
15732;300;6;0;2;2;0.804;0.77;FALSE;FALSE;"NOT-flipped"
15807;300;6;0;2;2;0.83;0.761;FALSE;FALSE;"NOT-flipped"
16409;300;6;0;2;2;NA;NA;FALSE;TRUE;"NOT-IMP"
16434;300;6;0;2;2;0.814;0.82;FALSE;FALSE;"NOT-flipped"
1667;300;6;0;2;2;0.833;0.804;FALSE;FALSE;"NOT-flipped"
16924;300;6;0;2;2;0.851;0.798;FALSE;FALSE;"NOT-flipped"
17347;300;6;0;2;2;0.774;0.769;FALSE;FALSE;"NOT-flipped"
17718;300;6;0;2;2;0.834;0.802;FALSE;FALSE;"NOT-flipped"
17746;300;6;0;2;2;0.79;0.803;FALSE;FALSE;"NOT-flipped"
18131;300;6;0;2;2;0.801;0.81;FALSE;FALSE;"NOT-flipped"
18172;300;6;0;2;2;0.755;0.825;FALSE;FALSE;"NOT-flipped"
18267;300;6;0;2;2;0.785;0.838;FALSE;FALSE;"NOT-flipped"
18293;300;6;0;2;2;0.756;0.841;FALSE;FALSE;"NOT-flipped"
18434;300;6;0;2;2;0.805;0.843;FALSE;FALSE;"NOT-flipped"
1901;300;6;0;2;2;NA;NA;FALSE;TRUE;"NOT-IMP"
19019;300;6;0;2;2;0.815;0.759;FALSE;FALSE;"NOT-flipped"
19037;300;6;0;2;2;0.842;0.826;FALSE;FALSE;"NOT-flipped"
19404;300;6;0;2;2;0.786;0.806;FALSE;FALSE;"NOT-flipped"
1955;300;6;0;2;2;0.765;0.824;FALSE;FALSE;"NOT-flipped"
19606;300;6;0;2;2;0.837;0.786;FALSE;FALSE;"NOT-flipped"
19637;300;6;0;2;2;NA;NA;FALSE;TRUE;"NOT-IMP"
19807;300;6;0;2;2;0.795;0.834;FALSE;FALSE;"NOT-flipped"
2086;300;6;0;2;2;0.835;0.727;FALSE;FALSE;"NOT-flipped"
2358;300;6;0;2;2;0.778;0.699;FALSE;FALSE;"NOT-flipped"
2558;300;6;0;2;2;NA;NA;FALSE;TRUE;"NOT-IMP"
2598;300;6;0;2;2;NA;NA;FALSE;TRUE;"NOT-IMP"
2655;300;6;0;2;2;0.819;0.725;FALSE;FALSE;"NOT-flipped"
2675;300;6;0;2;2;0.821;0.778;FALSE;FALSE;"NOT-flipped"
2922;300;6;0;2;2;0.831;0.83;FALSE;FALSE;"NOT-flipped"
2961;300;6;0;2;2;0.77;0.802;FALSE;FALSE;"NOT-flipped"
3416;300;6;0;2;2;0.755;0.748;FALSE;FALSE;"NOT-flipped"
3442;300;6;0;2;2;0.817;0.823;FALSE;FALSE;"NOT-flipped"
3569;300;6;0;2;2;0.747;0.838;FALSE;FALSE;"NOT-flipped"
3981;300;6;0;2;2;NA;NA;FALSE;TRUE;"NOT-IMP"
4156;300;6;0;2;2;0.62;0.767;FALSE;FALSE;"NOT-flipped"
4240;300;6;0;2;2;0.756;0.732;FALSE;FALSE;"NOT-flipped"
4265;300;6;0;2;2;0.769;0.777;FALSE;FALSE;"NOT-flipped"
4365;300;6;0;2;2;NA;NA;FALSE;TRUE;"NOT-IMP"
4414;300;6;0;2;2;0.813;0.785;FALSE;FALSE;"NOT-flipped"
4941;300;6;0;2;2;0.784;0.783;FALSE;FALSE;"NOT-flipped"
5788;300;6;0;2;2;0.777;0.811;FALSE;FALSE;"NOT-flipped"
6518;300;6;0;2;2;0.842;0.78;FALSE;FALSE;"NOT-flipped"
6846;300;6;0;2;2;0.815;0.817;FALSE;FALSE;"NOT-flipped"
6884;300;6;0;2;2;0.833;0.727;FALSE;FALSE;"NOT-flipped"
7029;300;6;0;2;2;0.824;0.841;FALSE;FALSE;"NOT-flipped"
7146;300;6;0;2;2;0.836;0.773;FALSE;FALSE;"NOT-flipped"
7195;300;6;0;2;2;0.828;0.74;FALSE;FALSE;"NOT-flipped"
7412;300;6;0;2;2;0.798;0.773;FALSE;FALSE;"NOT-flipped"
7466;300;6;0;2;2;0.819;0.791;FALSE;FALSE;"NOT-flipped"
7495;300;6;0;2;2;0.785;0.824;FALSE;FALSE;"NOT-flipped"
7849;300;6;0;2;2;NA;NA;FALSE;TRUE;"NOT-IMP"
7936;300;6;0;2;2;0.834;0.819;FALSE;FALSE;"NOT-flipped"
8100;300;6;0;2;2;0.839;0.807;FALSE;FALSE;"NOT-flipped"
8135;300;6;0;2;2;0.828;0.793;FALSE;FALSE;"NOT-flipped"
8255;300;6;0;2;2;0.82;0.807;FALSE;FALSE;"NOT-flipped"
8550;300;6;0;2;2;0.801;0.786;FALSE;FALSE;"NOT-flipped"
8564;300;6;0;2;2;0.791;0.808;FALSE;FALSE;"NOT-flipped"
8738;300;6;0;2;2;0.826;0.837;FALSE;FALSE;"NOT-flipped"
8767;300;6;0;2;2;NA;NA;FALSE;TRUE;"NOT-IMP"
8927;300;6;0;2;2;0.805;0.781;FALSE;FALSE;"NOT-flipped"
9532;300;6;0;2;2;0.85;0.793;FALSE;FALSE;"NOT-flipped"
9607;300;6;0;2;2;0.743;0.833;FALSE;FALSE;"NOT-flipped"
9678;300;6;0;2;2;0.821;0.782;FALSE;FALSE;"NOT-flipped"
9970;300;6;0;2;2;NA;NA;FALSE;TRUE;"NOT-IMP"
10023;300;6;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
10069;300;6;0;3;1;0.497;0.651;FALSE;FALSE;"NOT-flipped"
10216;300;6;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
10244;300;6;0;3;1;0.69;0.668;FALSE;FALSE;"NOT-flipped"
10850;300;6;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
10935;300;6;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
11098;300;6;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
11471;300;6;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
1150;300;6;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
11771;300;6;0;3;1;0.587;0.643;FALSE;FALSE;"NOT-flipped"
12519;300;6;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
12599;300;6;0;3;1;0.626;0.673;FALSE;FALSE;"NOT-flipped"
1273;300;6;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
12895;300;6;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
12934;300;6;0;3;1;0.658;0.69;FALSE;FALSE;"NOT-flipped"
12967;300;6;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
1298;300;6;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
13109;300;6;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
13110;300;6;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
13213;300;6;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
13246;300;6;0;3;1;0.633;0.541;FALSE;FALSE;"NOT-flipped"
13374;300;6;0;3;1;0.663;0.656;FALSE;FALSE;"NOT-flipped"
13495;300;6;0;3;1;0.533;0.638;FALSE;FALSE;"NOT-flipped"
13543;300;6;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
1361;300;6;0;3;1;0.705;0.687;FALSE;FALSE;"NOT-flipped"
13728;300;6;0;3;1;0.574;0.679;FALSE;FALSE;"NOT-flipped"
13759;300;6;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
13810;300;6;0;3;1;0.589;0.659;FALSE;FALSE;"NOT-flipped"
1395;300;6;0;3;1;0.642;0.603;FALSE;FALSE;"NOT-flipped"
14042;300;6;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
14687;300;6;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
14797;300;6;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
14800;300;6;0;3;1;0.644;0.561;FALSE;FALSE;"NOT-flipped"
14857;300;6;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
14984;300;6;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
15487;300;6;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
15732;300;6;0;3;1;0.663;0.113;FALSE;FALSE;"NOT-flipped"
15807;300;6;0;3;1;0.623;0.704;FALSE;FALSE;"NOT-flipped"
16409;300;6;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
16434;300;6;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
1667;300;6;0;3;1;0.589;0.556;FALSE;FALSE;"NOT-flipped"
16924;300;6;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
17347;300;6;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
17718;300;6;0;3;1;0.587;0.576;FALSE;FALSE;"NOT-flipped"
17746;300;6;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
18131;300;6;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
18172;300;6;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
18267;300;6;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
18293;300;6;0;3;1;NA;0.534;FALSE;FALSE;"NOT-flipped"
18434;300;6;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
1901;300;6;0;3;1;0.624;0.598;FALSE;FALSE;"NOT-flipped"
19019;300;6;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
19037;300;6;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
19404;300;6;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
1955;300;6;0;3;1;0.684;0.613;FALSE;FALSE;"NOT-flipped"
19606;300;6;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
19637;300;6;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
19807;300;6;0;3;1;0.654;0.662;FALSE;FALSE;"NOT-flipped"
2086;300;6;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
2358;300;6;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
2558;300;6;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
2598;300;6;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
2655;300;6;0;3;1;0.648;0.621;FALSE;FALSE;"NOT-flipped"
2675;300;6;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
2922;300;6;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
2961;300;6;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
3416;300;6;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
3442;300;6;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
3569;300;6;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
3981;300;6;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
4156;300;6;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
4240;300;6;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
4265;300;6;0;3;1;0.642;0.665;FALSE;FALSE;"NOT-flipped"
4365;300;6;0;3;1;NA;NA;TRUE;FALSE;"NOT-IMP"
4414;300;6;0;3;1;NA;NA;TRUE;FALSE;"NOT-IMP"
4941;300;6;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
5788;300;6;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
6518;300;6;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
6846;300;6;0;3;1;NA;NA;TRUE;FALSE;"NOT-IMP"
6884;300;6;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
7029;300;6;0;3;1;NA;NA;TRUE;FALSE;"NOT-IMP"
7146;300;6;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
7195;300;6;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
7412;300;6;0;3;1;0.575;0.626;FALSE;FALSE;"NOT-flipped"
7466;300;6;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
7495;300;6;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
7849;300;6;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
7936;300;6;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
8100;300;6;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
8135;300;6;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
8255;300;6;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
8550;300;6;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
8564;300;6;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
8738;300;6;0;3;1;NA;NA;TRUE;FALSE;"NOT-IMP"
8767;300;6;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
8927;300;6;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
9532;300;6;0;3;1;0.647;0.631;FALSE;FALSE;"NOT-flipped"
9607;300;6;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
9678;300;6;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
9970;300;6;0;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
10023;300;6;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
10069;300;6;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
10216;300;6;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
10244;300;6;0;3;2;0.857;0.845;FALSE;FALSE;"NOT-flipped"
10850;300;6;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
10935;300;6;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
11098;300;6;0;3;2;0.844;0.84;FALSE;FALSE;"NOT-flipped"
11471;300;6;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
1150;300;6;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
11771;300;6;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
12519;300;6;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
12599;300;6;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
1273;300;6;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
12895;300;6;0;3;2;0.834;0.836;FALSE;FALSE;"NOT-flipped"
12934;300;6;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
12967;300;6;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
1298;300;6;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
13109;300;6;0;3;2;0.839;0.83;FALSE;FALSE;"NOT-flipped"
13110;300;6;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
13213;300;6;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
13246;300;6;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
13374;300;6;0;3;2;0.841;0.844;FALSE;FALSE;"NOT-flipped"
13495;300;6;0;3;2;0.861;0.851;FALSE;FALSE;"NOT-flipped"
13543;300;6;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
1361;300;6;0;3;2;0.858;0.849;FALSE;FALSE;"NOT-flipped"
13728;300;6;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
13759;300;6;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
13810;300;6;0;3;2;NA;NA;TRUE;FALSE;"NOT-IMP"
1395;300;6;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
14042;300;6;0;3;2;0.81;0.842;FALSE;FALSE;"NOT-flipped"
14687;300;6;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
14797;300;6;0;3;2;0.823;0.846;FALSE;FALSE;"NOT-flipped"
14800;300;6;0;3;2;0.831;0.863;FALSE;FALSE;"NOT-flipped"
14857;300;6;0;3;2;0.839;0.827;FALSE;FALSE;"NOT-flipped"
14984;300;6;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
15487;300;6;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
15732;300;6;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
15807;300;6;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
16409;300;6;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
16434;300;6;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
1667;300;6;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
16924;300;6;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
17347;300;6;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
17718;300;6;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
17746;300;6;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
18131;300;6;0;3;2;NA;NA;TRUE;FALSE;"NOT-IMP"
18172;300;6;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
18267;300;6;0;3;2;0.822;0.854;FALSE;FALSE;"NOT-flipped"
18293;300;6;0;3;2;NA;NA;TRUE;FALSE;"NOT-IMP"
18434;300;6;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
1901;300;6;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
19019;300;6;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
19037;300;6;0;3;2;0.854;0.828;FALSE;FALSE;"NOT-flipped"
19404;300;6;0;3;2;NA;NA;TRUE;FALSE;"NOT-IMP"
1955;300;6;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
19606;300;6;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
19637;300;6;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
19807;300;6;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
2086;300;6;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
2358;300;6;0;3;2;0.81;0.858;FALSE;FALSE;"NOT-flipped"
2558;300;6;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
2598;300;6;0;3;2;0.813;0.814;FALSE;FALSE;"NOT-flipped"
2655;300;6;0;3;2;0.83;0.841;FALSE;FALSE;"NOT-flipped"
2675;300;6;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
2922;300;6;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
2961;300;6;0;3;2;0.823;0.824;FALSE;FALSE;"NOT-flipped"
3416;300;6;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
3442;300;6;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
3569;300;6;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
3981;300;6;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
4156;300;6;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
4240;300;6;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
4265;300;6;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
4365;300;6;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
4414;300;6;0;3;2;0.829;0.848;FALSE;FALSE;"NOT-flipped"
4941;300;6;0;3;2;NA;NA;TRUE;FALSE;"NOT-IMP"
5788;300;6;0;3;2;NA;NA;TRUE;FALSE;"NOT-IMP"
6518;300;6;0;3;2;0.843;0.834;FALSE;FALSE;"NOT-flipped"
6846;300;6;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
6884;300;6;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
7029;300;6;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
7146;300;6;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
7195;300;6;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
7412;300;6;0;3;2;0.838;0.839;FALSE;FALSE;"NOT-flipped"
7466;300;6;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
7495;300;6;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
7849;300;6;0;3;2;0.839;0.838;FALSE;FALSE;"NOT-flipped"
7936;300;6;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
8100;300;6;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
8135;300;6;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
8255;300;6;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
8550;300;6;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
8564;300;6;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
8738;300;6;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
8767;300;6;0;3;2;NA;NA;TRUE;FALSE;"NOT-IMP"
8927;300;6;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
9532;300;6;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
9607;300;6;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
9678;300;6;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
9970;300;6;0;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
10023;300;6;0.4;1;1;0.628;0.576;FALSE;FALSE;"NOT-flipped"
10069;300;6;0.4;1;1;0.668;0.55;FALSE;FALSE;"NOT-flipped"
10216;300;6;0.4;1;1;0.565;0.583;FALSE;FALSE;"NOT-flipped"
10244;300;6;0.4;1;1;0.643;0.615;FALSE;FALSE;"NOT-flipped"
10850;300;6;0.4;1;1;0.59;0.611;FALSE;FALSE;"NOT-flipped"
10935;300;6;0.4;1;1;0.58;0.561;FALSE;FALSE;"NOT-flipped"
11098;300;6;0.4;1;1;0.625;0.653;FALSE;FALSE;"NOT-flipped"
11471;300;6;0.4;1;1;0.662;0.616;FALSE;FALSE;"NOT-flipped"
1150;300;6;0.4;1;1;0.578;0.578;FALSE;FALSE;"NOT-flipped"
11771;300;6;0.4;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
12519;300;6;0.4;1;1;0.474;0.648;FALSE;FALSE;"NOT-flipped"
12599;300;6;0.4;1;1;0.587;0.611;FALSE;FALSE;"NOT-flipped"
1273;300;6;0.4;1;1;0.475;0.506;FALSE;FALSE;"NOT-flipped"
12895;300;6;0.4;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
12934;300;6;0.4;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
12967;300;6;0.4;1;1;0.551;0.611;FALSE;FALSE;"NOT-flipped"
1298;300;6;0.4;1;1;0.582;0.532;FALSE;FALSE;"NOT-flipped"
13109;300;6;0.4;1;1;0.465;0.495;FALSE;FALSE;"NOT-flipped"
13110;300;6;0.4;1;1;0.604;0.52;FALSE;FALSE;"NOT-flipped"
13213;300;6;0.4;1;1;0.665;0.59;FALSE;FALSE;"NOT-flipped"
13246;300;6;0.4;1;1;0.585;0.557;FALSE;FALSE;"NOT-flipped"
13374;300;6;0.4;1;1;0.509;0.575;FALSE;FALSE;"NOT-flipped"
13495;300;6;0.4;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
13543;300;6;0.4;1;1;0.628;0.515;FALSE;FALSE;"NOT-flipped"
1361;300;6;0.4;1;1;0.588;0.545;FALSE;FALSE;"NOT-flipped"
13728;300;6;0.4;1;1;0.604;0.647;FALSE;FALSE;"NOT-flipped"
13759;300;6;0.4;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
13810;300;6;0.4;1;1;0.619;0.654;FALSE;FALSE;"NOT-flipped"
1395;300;6;0.4;1;1;0.586;0.619;FALSE;FALSE;"NOT-flipped"
14042;300;6;0.4;1;1;0.595;0.562;FALSE;FALSE;"NOT-flipped"
14687;300;6;0.4;1;1;0.554;0.623;FALSE;FALSE;"NOT-flipped"
14797;300;6;0.4;1;1;0.483;0.5;FALSE;FALSE;"NOT-flipped"
14800;300;6;0.4;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
14857;300;6;0.4;1;1;0.54;0.556;FALSE;FALSE;"NOT-flipped"
14984;300;6;0.4;1;1;0.607;0.514;FALSE;FALSE;"NOT-flipped"
15487;300;6;0.4;1;1;0.617;0.518;FALSE;FALSE;"NOT-flipped"
15732;300;6;0.4;1;1;0.589;0.661;FALSE;FALSE;"NOT-flipped"
15807;300;6;0.4;1;1;0.421;0.61;FALSE;FALSE;"NOT-flipped"
16409;300;6;0.4;1;1;0.599;0.641;FALSE;FALSE;"NOT-flipped"
16434;300;6;0.4;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
1667;300;6;0.4;1;1;NA;NA;TRUE;TRUE;"NOT-IMP"
16924;300;6;0.4;1;1;0.613;0.623;FALSE;FALSE;"NOT-flipped"
17347;300;6;0.4;1;1;0.559;0.647;FALSE;FALSE;"NOT-flipped"
17718;300;6;0.4;1;1;0.501;0.529;FALSE;FALSE;"NOT-flipped"
17746;300;6;0.4;1;1;0.578;0.526;FALSE;FALSE;"NOT-flipped"
18131;300;6;0.4;1;1;0.546;0.654;FALSE;FALSE;"NOT-flipped"
18172;300;6;0.4;1;1;0.508;0.526;FALSE;FALSE;"NOT-flipped"
18267;300;6;0.4;1;1;0.584;0.631;FALSE;FALSE;"NOT-flipped"
18293;300;6;0.4;1;1;0.553;0.543;FALSE;FALSE;"NOT-flipped"
18434;300;6;0.4;1;1;0.567;0.533;FALSE;FALSE;"NOT-flipped"
1901;300;6;0.4;1;1;0.659;0.578;FALSE;FALSE;"NOT-flipped"
19019;300;6;0.4;1;1;0.578;0.593;FALSE;FALSE;"NOT-flipped"
19037;300;6;0.4;1;1;0.652;0.573;FALSE;FALSE;"NOT-flipped"
19404;300;6;0.4;1;1;0.614;0.556;FALSE;FALSE;"NOT-flipped"
1955;300;6;0.4;1;1;0.576;0.588;FALSE;FALSE;"NOT-flipped"
19606;300;6;0.4;1;1;0.531;0.602;FALSE;FALSE;"NOT-flipped"
19637;300;6;0.4;1;1;0.494;0.658;FALSE;FALSE;"NOT-flipped"
19807;300;6;0.4;1;1;0.627;0.618;FALSE;FALSE;"NOT-flipped"
2086;300;6;0.4;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
2358;300;6;0.4;1;1;0.638;0.619;FALSE;FALSE;"NOT-flipped"
2558;300;6;0.4;1;1;0.618;0.614;FALSE;FALSE;"NOT-flipped"
2598;300;6;0.4;1;1;0.553;0.513;FALSE;FALSE;"NOT-flipped"
2655;300;6;0.4;1;1;0.579;0.513;FALSE;FALSE;"NOT-flipped"
2675;300;6;0.4;1;1;0.542;0.579;FALSE;FALSE;"NOT-flipped"
2922;300;6;0.4;1;1;0.53;0.574;FALSE;FALSE;"NOT-flipped"
2961;300;6;0.4;1;1;0.574;0.564;FALSE;FALSE;"NOT-flipped"
3416;300;6;0.4;1;1;0.547;0.556;FALSE;FALSE;"NOT-flipped"
3442;300;6;0.4;1;1;0.549;0.585;FALSE;FALSE;"NOT-flipped"
3569;300;6;0.4;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
3981;300;6;0.4;1;1;0.666;0.603;FALSE;FALSE;"NOT-flipped"
4156;300;6;0.4;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
4240;300;6;0.4;1;1;0.547;0.558;FALSE;FALSE;"NOT-flipped"
4265;300;6;0.4;1;1;0.608;0.544;FALSE;FALSE;"NOT-flipped"
