"seed";"a";"b";"c";"d";"e";"rho1";"rho2";"err1";"err2";"flipped"
9678;50;16;0.8;2;2;0.827;0.87;FALSE;FALSE;"NOT-flipped"
9970;50;16;0.8;2;2;NA;NA;FALSE;TRUE;"NOT-IMP"
10023;50;16;0.8;3;1;NA;NA;TRUE;TRUE;"NOT-IMP"
10069;50;16;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
10216;50;16;0.8;3;1;NA;NA;TRUE;FALSE;"NOT-IMP"
10244;50;16;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
10850;50;16;0.8;3;1;NA;NA;TRUE;TRUE;"NOT-IMP"
10935;50;16;0.8;3;1;NA;NA;TRUE;FALSE;"NOT-IMP"
11098;50;16;0.8;3;1;NA;NA;TRUE;TRUE;"NOT-IMP"
11471;50;16;0.8;3;1;NA;NA;TRUE;TRUE;"NOT-IMP"
1150;50;16;0.8;3;1;NA;NA;TRUE;TRUE;"NOT-IMP"
11771;50;16;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
12519;50;16;0.8;3;1;NA;NA;TRUE;TRUE;"NOT-IMP"
12599;50;16;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
1273;50;16;0.8;3;1;NA;NA;TRUE;TRUE;"NOT-IMP"
12895;50;16;0.8;3;1;NA;NA;TRUE;TRUE;"NOT-IMP"
12934;50;16;0.8;3;1;NA;NA;TRUE;TRUE;"NOT-IMP"
12967;50;16;0.8;3;1;NA;NA;TRUE;TRUE;"NOT-IMP"
1298;50;16;0.8;3;1;NA;NA;TRUE;TRUE;"NOT-IMP"
13109;50;16;0.8;3;1;NA;NA;TRUE;TRUE;"NOT-IMP"
13110;50;16;0.8;3;1;NA;NA;TRUE;TRUE;"NOT-IMP"
13213;50;16;0.8;3;1;NA;NA;TRUE;TRUE;"NOT-IMP"
13246;50;16;0.8;3;1;NA;NA;TRUE;TRUE;"NOT-IMP"
13374;50;16;0.8;3;1;NA;NA;TRUE;TRUE;"NOT-IMP"
13495;50;16;0.8;3;1;NA;NA;TRUE;FALSE;"NOT-IMP"
13543;50;16;0.8;3;1;NA;NA;TRUE;TRUE;"NOT-IMP"
1361;50;16;0.8;3;1;NA;NA;TRUE;TRUE;"NOT-IMP"
13728;50;16;0.8;3;1;NA;NA;TRUE;TRUE;"NOT-IMP"
13759;50;16;0.8;3;1;NA;NA;TRUE;TRUE;"NOT-IMP"
13810;50;16;0.8;3;1;NA;NA;TRUE;TRUE;"NOT-IMP"
1395;50;16;0.8;3;1;NA;NA;TRUE;TRUE;"NOT-IMP"
14042;50;16;0.8;3;1;NA;NA;TRUE;TRUE;"NOT-IMP"
14687;50;16;0.8;3;1;NA;NA;TRUE;TRUE;"NOT-IMP"
14797;50;16;0.8;3;1;NA;NA;TRUE;TRUE;"NOT-IMP"
14800;50;16;0.8;3;1;NA;NA;TRUE;TRUE;"NOT-IMP"
14857;50;16;0.8;3;1;NA;NA;TRUE;TRUE;"NOT-IMP"
14984;50;16;0.8;3;1;NA;NA;TRUE;FALSE;"NOT-IMP"
15487;50;16;0.8;3;1;NA;NA;TRUE;TRUE;"NOT-IMP"
15732;50;16;0.8;3;1;NA;NA;TRUE;TRUE;"NOT-IMP"
15807;50;16;0.8;3;1;NA;NA;TRUE;TRUE;"NOT-IMP"
16409;50;16;0.8;3;1;NA;NA;TRUE;TRUE;"NOT-IMP"
16434;50;16;0.8;3;1;NA;NA;TRUE;TRUE;"NOT-IMP"
1667;50;16;0.8;3;1;NA;NA;TRUE;TRUE;"NOT-IMP"
16924;50;16;0.8;3;1;NA;NA;TRUE;FALSE;"NOT-IMP"
17347;50;16;0.8;3;1;NA;NA;TRUE;TRUE;"NOT-IMP"
17718;50;16;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
17746;50;16;0.8;3;1;NA;NA;TRUE;TRUE;"NOT-IMP"
18131;50;16;0.8;3;1;NA;NA;TRUE;TRUE;"NOT-IMP"
18172;50;16;0.8;3;1;NA;NA;TRUE;TRUE;"NOT-IMP"
18267;50;16;0.8;3;1;NA;NA;TRUE;TRUE;"NOT-IMP"
18293;50;16;0.8;3;1;NA;NA;TRUE;TRUE;"NOT-IMP"
18434;50;16;0.8;3;1;NA;NA;TRUE;TRUE;"NOT-IMP"
1901;50;16;0.8;3;1;NA;NA;TRUE;TRUE;"NOT-IMP"
19019;50;16;0.8;3;1;NA;NA;TRUE;TRUE;"NOT-IMP"
19037;50;16;0.8;3;1;NA;NA;TRUE;TRUE;"NOT-IMP"
19404;50;16;0.8;3;1;NA;NA;TRUE;TRUE;"NOT-IMP"
1955;50;16;0.8;3;1;NA;NA;TRUE;TRUE;"NOT-IMP"
19606;50;16;0.8;3;1;NA;NA;TRUE;TRUE;"NOT-IMP"
19637;50;16;0.8;3;1;NA;NA;TRUE;FALSE;"NOT-IMP"
19807;50;16;0.8;3;1;NA;NA;TRUE;TRUE;"NOT-IMP"
2086;50;16;0.8;3;1;NA;NA;TRUE;FALSE;"NOT-IMP"
2358;50;16;0.8;3;1;NA;NA;TRUE;TRUE;"NOT-IMP"
2558;50;16;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
2598;50;16;0.8;3;1;NA;NA;TRUE;TRUE;"NOT-IMP"
2655;50;16;0.8;3;1;NA;NA;TRUE;TRUE;"NOT-IMP"
2675;50;16;0.8;3;1;NA;NA;TRUE;TRUE;"NOT-IMP"
2922;50;16;0.8;3;1;NA;NA;TRUE;TRUE;"NOT-IMP"
2961;50;16;0.8;3;1;NA;NA;TRUE;TRUE;"NOT-IMP"
3416;50;16;0.8;3;1;NA;NA;TRUE;TRUE;"NOT-IMP"
3442;50;16;0.8;3;1;NA;NA;TRUE;FALSE;"NOT-IMP"
3569;50;16;0.8;3;1;NA;NA;TRUE;TRUE;"NOT-IMP"
3981;50;16;0.8;3;1;NA;NA;TRUE;TRUE;"NOT-IMP"
4156;50;16;0.8;3;1;NA;NA;TRUE;TRUE;"NOT-IMP"
4240;50;16;0.8;3;1;NA;NA;TRUE;TRUE;"NOT-IMP"
4265;50;16;0.8;3;1;NA;NA;TRUE;TRUE;"NOT-IMP"
4365;50;16;0.8;3;1;NA;NA;TRUE;TRUE;"NOT-IMP"
4414;50;16;0.8;3;1;NA;NA;FALSE;TRUE;"NOT-IMP"
4941;50;16;0.8;3;1;NA;NA;TRUE;TRUE;"NOT-IMP"
5788;50;16;0.8;3;1;NA;NA;TRUE;TRUE;"NOT-IMP"
6518;50;16;0.8;3;1;NA;NA;TRUE;FALSE;"NOT-IMP"
6846;50;16;0.8;3;1;NA;NA;TRUE;TRUE;"NOT-IMP"
6884;50;16;0.8;3;1;NA;NA;TRUE;FALSE;"NOT-IMP"
7029;50;16;0.8;3;1;NA;NA;TRUE;TRUE;"NOT-IMP"
7146;50;16;0.8;3;1;NA;NA;TRUE;TRUE;"NOT-IMP"
7195;50;16;0.8;3;1;NA;NA;TRUE;TRUE;"NOT-IMP"
7412;50;16;0.8;3;1;NA;NA;TRUE;TRUE;"NOT-IMP"
7466;50;16;0.8;3;1;NA;NA;TRUE;TRUE;"NOT-IMP"
7495;50;16;0.8;3;1;NA;NA;TRUE;TRUE;"NOT-IMP"
7849;50;16;0.8;3;1;NA;NA;TRUE;TRUE;"NOT-IMP"
7936;50;16;0.8;3;1;NA;NA;TRUE;TRUE;"NOT-IMP"
8100;50;16;0.8;3;1;NA;NA;TRUE;TRUE;"NOT-IMP"
8135;50;16;0.8;3;1;NA;NA;TRUE;TRUE;"NOT-IMP"
8255;50;16;0.8;3;1;NA;NA;TRUE;TRUE;"NOT-IMP"
8550;50;16;0.8;3;1;NA;NA;TRUE;TRUE;"NOT-IMP"
8564;50;16;0.8;3;1;NA;NA;TRUE;TRUE;"NOT-IMP"
8738;50;16;0.8;3;1;NA;NA;TRUE;TRUE;"NOT-IMP"
8767;50;16;0.8;3;1;NA;NA;TRUE;TRUE;"NOT-IMP"
8927;50;16;0.8;3;1;NA;NA;TRUE;TRUE;"NOT-IMP"
9532;50;16;0.8;3;1;NA;NA;TRUE;TRUE;"NOT-IMP"
9607;50;16;0.8;3;1;NA;NA;TRUE;TRUE;"NOT-IMP"
9678;50;16;0.8;3;1;NA;NA;TRUE;TRUE;"NOT-IMP"
9970;50;16;0.8;3;1;NA;NA;TRUE;TRUE;"NOT-IMP"
10023;50;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
10069;50;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
10216;50;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
10244;50;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
10850;50;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
10935;50;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
11098;50;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
11471;50;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
1150;50;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
11771;50;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
12519;50;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
12599;50;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
1273;50;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
12895;50;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
12934;50;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
12967;50;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
1298;50;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
13109;50;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
13110;50;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
13213;50;16;0.8;3;2;NA;NA;TRUE;FALSE;"NOT-IMP"
13246;50;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
13374;50;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
13495;50;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
13543;50;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
1361;50;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
13728;50;16;0.8;3;2;0.902;0.898;FALSE;FALSE;"NOT-flipped"
13759;50;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
13810;50;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
1395;50;16;0.8;3;2;NA;NA;TRUE;FALSE;"NOT-IMP"
14042;50;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
14687;50;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
14797;50;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
14800;50;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
14857;50;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
14984;50;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
15487;50;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
15732;50;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
15807;50;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
16409;50;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
16434;50;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
1667;50;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
16924;50;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
17347;50;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
17718;50;16;0.8;3;2;NA;NA;TRUE;FALSE;"NOT-IMP"
17746;50;16;0.8;3;2;NA;NA;TRUE;FALSE;"NOT-IMP"
18131;50;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
18172;50;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
18267;50;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
18293;50;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
18434;50;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
1901;50;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
19019;50;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
19037;50;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
19404;50;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
1955;50;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
19606;50;16;0.8;3;2;NA;NA;TRUE;FALSE;"NOT-IMP"
19637;50;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
19807;50;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
2086;50;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
2358;50;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
2558;50;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
2598;50;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
2655;50;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
2675;50;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
2922;50;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
2961;50;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
3416;50;16;0.8;3;2;NA;NA;TRUE;FALSE;"NOT-IMP"
3442;50;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
3569;50;16;0.8;3;2;NA;NA;TRUE;FALSE;"NOT-IMP"
3981;50;16;0.8;3;2;NA;NA;TRUE;FALSE;"NOT-IMP"
4156;50;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
4240;50;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
4265;50;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
4365;50;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
4414;50;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
4941;50;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
5788;50;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
6518;50;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
6846;50;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
6884;50;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
7029;50;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
7146;50;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
7195;50;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
7412;50;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
7466;50;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
7495;50;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
7849;50;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
7936;50;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
8100;50;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
8135;50;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
8255;50;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
8550;50;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
8564;50;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
8738;50;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
8767;50;16;0.8;3;2;NA;NA;TRUE;TRUE;"NOT-IMP"
8927;50;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
9532;50;16;0.8;3;2;NA;NA;TRUE;FALSE;"NOT-IMP"
9607;50;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
9678;50;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
9970;50;16;0.8;3;2;NA;NA;FALSE;TRUE;"NOT-IMP"
10023;50;6;0;1;1;NA;NA;TRUE;TRUE;"NOT-IMP"
10069;50;6;0;1;1;NA;NA;TRUE;TRUE;"NOT-IMP"
10216;50;6;0;1;1;NA;NA;TRUE;TRUE;"NOT-IMP"
10244;50;6;0;1;1;NA;NA;TRUE;TRUE;"NOT-IMP"
10850;50;6;0;1;1;NA;NA;TRUE;TRUE;"NOT-IMP"
10935;50;6;0;1;1;NA;NA;TRUE;TRUE;"NOT-IMP"
11098;50;6;0;1;1;NA;NA;TRUE;TRUE;"NOT-IMP"
11471;50;6;0;1;1;NA;NA;TRUE;TRUE;"NOT-IMP"
1150;50;6;0;1;1;NA;NA;TRUE;TRUE;"NOT-IMP"
11771;50;6;0;1;1;NA;NA;TRUE;TRUE;"NOT-IMP"
12519;50;6;0;1;1;NA;NA;TRUE;TRUE;"NOT-IMP"
12599;50;6;0;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
1273;50;6;0;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
12895;50;6;0;1;1;NA;NA;TRUE;TRUE;"NOT-IMP"
12934;50;6;0;1;1;NA;NA;TRUE;TRUE;"NOT-IMP"
12967;50;6;0;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
1298;50;6;0;1;1;NA;NA;TRUE;TRUE;"NOT-IMP"
13109;50;6;0;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
13110;50;6;0;1;1;NA;NA;TRUE;TRUE;"NOT-IMP"
13213;50;6;0;1;1;NA;NA;TRUE;TRUE;"NOT-IMP"
13246;50;6;0;1;1;NA;NA;TRUE;TRUE;"NOT-IMP"
13374;50;6;0;1;1;NA;NA;TRUE;TRUE;"NOT-IMP"
13495;50;6;0;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
13543;50;6;0;1;1;NA;NA;TRUE;TRUE;"NOT-IMP"
1361;50;6;0;1;1;NA;NA;TRUE;TRUE;"NOT-IMP"
13728;50;6;0;1;1;NA;NA;TRUE;TRUE;"NOT-IMP"
13759;50;6;0;1;1;NA;NA;TRUE;TRUE;"NOT-IMP"
13810;50;6;0;1;1;NA;NA;TRUE;TRUE;"NOT-IMP"
1395;50;6;0;1;1;NA;NA;TRUE;TRUE;"NOT-IMP"
14042;50;6;0;1;1;NA;NA;TRUE;TRUE;"NOT-IMP"
14687;50;6;0;1;1;NA;NA;TRUE;TRUE;"NOT-IMP"
14797;50;6;0;1;1;NA;NA;TRUE;TRUE;"NOT-IMP"
14800;50;6;0;1;1;NA;NA;TRUE;TRUE;"NOT-IMP"
14857;50;6;0;1;1;NA;NA;TRUE;TRUE;"NOT-IMP"
14984;50;6;0;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
15487;50;6;0;1;1;NA;NA;TRUE;TRUE;"NOT-IMP"
15732;50;6;0;1;1;NA;NA;TRUE;TRUE;"NOT-IMP"
15807;50;6;0;1;1;NA;NA;TRUE;FALSE;"NOT-IMP"
16409;50;6;0;1;1;NA;NA;TRUE;TRUE;"NOT-IMP"
16434;50;6;0;1;1;NA;NA;TRUE;TRUE;"NOT-IMP"
1667;50;6;0;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
16924;50;6;0;1;1;NA;NA;TRUE;TRUE;"NOT-IMP"
17347;50;6;0;1;1;NA;NA;TRUE;TRUE;"NOT-IMP"
17718;50;6;0;1;1;NA;NA;TRUE;TRUE;"NOT-IMP"
17746;50;6;0;1;1;NA;NA;TRUE;TRUE;"NOT-IMP"
18131;50;6;0;1;1;NA;NA;TRUE;TRUE;"NOT-IMP"
18172;50;6;0;1;1;NA;NA;TRUE;TRUE;"NOT-IMP"
18267;50;6;0;1;1;NA;NA;TRUE;TRUE;"NOT-IMP"
18293;50;6;0;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
18434;50;6;0;1;1;NA;NA;TRUE;TRUE;"NOT-IMP"
1901;50;6;0;1;1;NA;NA;TRUE;TRUE;"NOT-IMP"
19019;50;6;0;1;1;NA;NA;TRUE;TRUE;"NOT-IMP"
19037;50;6;0;1;1;NA;NA;TRUE;TRUE;"NOT-IMP"
19404;50;6;0;1;1;NA;NA;TRUE;TRUE;"NOT-IMP"
1955;50;6;0;1;1;NA;NA;TRUE;TRUE;"NOT-IMP"
19606;50;6;0;1;1;NA;NA;TRUE;TRUE;"NOT-IMP"
19637;50;6;0;1;1;NA;NA;TRUE;TRUE;"NOT-IMP"
19807;50;6;0;1;1;NA;NA;TRUE;TRUE;"NOT-IMP"
2086;50;6;0;1;1;NA;NA;TRUE;TRUE;"NOT-IMP"
2358;50;6;0;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
2558;50;6;0;1;1;NA;NA;TRUE;TRUE;"NOT-IMP"
2598;50;6;0;1;1;NA;NA;TRUE;TRUE;"NOT-IMP"
2655;50;6;0;1;1;NA;NA;TRUE;TRUE;"NOT-IMP"
2675;50;6;0;1;1;NA;NA;TRUE;TRUE;"NOT-IMP"
2922;50;6;0;1;1;NA;NA;TRUE;TRUE;"NOT-IMP"
2961;50;6;0;1;1;NA;NA;TRUE;TRUE;"NOT-IMP"
3416;50;6;0;1;1;NA;NA;TRUE;TRUE;"NOT-IMP"
3442;50;6;0;1;1;NA;NA;TRUE;TRUE;"NOT-IMP"
3569;50;6;0;1;1;NA;NA;TRUE;TRUE;"NOT-IMP"
3981;50;6;0;1;1;NA;NA;TRUE;TRUE;"NOT-IMP"
4156;50;6;0;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
4240;50;6;0;1;1;NA;NA;TRUE;TRUE;"NOT-IMP"
4265;50;6;0;1;1;NA;NA;TRUE;TRUE;"NOT-IMP"
4365;50;6;0;1;1;NA;NA;TRUE;TRUE;"NOT-IMP"
4414;50;6;0;1;1;NA;NA;TRUE;TRUE;"NOT-IMP"
4941;50;6;0;1;1;NA;NA;TRUE;TRUE;"NOT-IMP"
5788;50;6;0;1;1;NA;NA;TRUE;TRUE;"NOT-IMP"
6518;50;6;0;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
6846;50;6;0;1;1;NA;NA;TRUE;TRUE;"NOT-IMP"
6884;50;6;0;1;1;NA;NA;TRUE;TRUE;"NOT-IMP"
7029;50;6;0;1;1;NA;NA;TRUE;TRUE;"NOT-IMP"
7146;50;6;0;1;1;NA;NA;TRUE;TRUE;"NOT-IMP"
7195;50;6;0;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
7412;50;6;0;1;1;NA;NA;TRUE;TRUE;"NOT-IMP"
7466;50;6;0;1;1;NA;NA;TRUE;TRUE;"NOT-IMP"
7495;50;6;0;1;1;NA;NA;TRUE;TRUE;"NOT-IMP"
7849;50;6;0;1;1;NA;NA;TRUE;TRUE;"NOT-IMP"
7936;50;6;0;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
8100;50;6;0;1;1;NA;NA;TRUE;TRUE;"NOT-IMP"
8135;50;6;0;1;1;NA;NA;TRUE;TRUE;"NOT-IMP"
8255;50;6;0;1;1;NA;NA;TRUE;TRUE;"NOT-IMP"
8550;50;6;0;1;1;NA;NA;TRUE;TRUE;"NOT-IMP"
8564;50;6;0;1;1;NA;NA;TRUE;TRUE;"NOT-IMP"
8738;50;6;0;1;1;NA;NA;TRUE;TRUE;"NOT-IMP"
8767;50;6;0;1;1;NA;NA;TRUE;TRUE;"NOT-IMP"
8927;50;6;0;1;1;NA;NA;TRUE;TRUE;"NOT-IMP"
9532;50;6;0;1;1;NA;NA;TRUE;TRUE;"NOT-IMP"
9607;50;6;0;1;1;NA;NA;TRUE;TRUE;"NOT-IMP"
9678;50;6;0;1;1;NA;NA;FALSE;TRUE;"NOT-IMP"
9970;50;6;0;1;1;NA;NA;TRUE;TRUE;"NOT-IMP"
10023;50;6;0;1;2;0.708;0.604;FALSE;FALSE;"NOT-flipped"
10069;50;6;0;1;2;NA;NA;FALSE;TRUE;"NOT-IMP"
10216;50;6;0;1;2;NA;NA;TRUE;TRUE;"NOT-IMP"
10244;50;6;0;1;2;NA;NA;FALSE;TRUE;"NOT-IMP"
10850;50;6;0;1;2;0.645;0.77;FALSE;FALSE;"NOT-flipped"
10935;50;6;0;1;2;NA;NA;FALSE;TRUE;"NOT-IMP"
11098;50;6;0;1;2;NA;NA;FALSE;TRUE;"NOT-IMP"
11471;50;6;0;1;2;NA;NA;FALSE;TRUE;"NOT-IMP"
1150;50;6;0;1;2;NA;NA;FALSE;TRUE;"NOT-IMP"
11771;50;6;0;1;2;0.799;0.689;FALSE;FALSE;"NOT-flipped"
12519;50;6;0;1;2;NA;NA;FALSE;TRUE;"NOT-IMP"
12599;50;6;0;1;2;NA;NA;FALSE;TRUE;"NOT-IMP"
1273;50;6;0;1;2;NA;NA;FALSE;TRUE;"NOT-IMP"
12895;50;6;0;1;2;0.748;0.57;FALSE;FALSE;"NOT-flipped"
12934;50;6;0;1;2;0.566;0.68;FALSE;FALSE;"NOT-flipped"
12967;50;6;0;1;2;0.784;0.693;FALSE;FALSE;"NOT-flipped"
1298;50;6;0;1;2;NA;NA;FALSE;TRUE;"NOT-IMP"
13109;50;6;0;1;2;NA;NA;FALSE;TRUE;"NOT-IMP"
13110;50;6;0;1;2;0.79;0.662;FALSE;FALSE;"NOT-flipped"
13213;50;6;0;1;2;NA;NA;FALSE;TRUE;"NOT-IMP"
13246;50;6;0;1;2;0.708;0.779;FALSE;FALSE;"NOT-flipped"
13374;50;6;0;1;2;NA;NA;FALSE;TRUE;"NOT-IMP"
13495;50;6;0;1;2;0.623;0.686;FALSE;FALSE;"NOT-flipped"
13543;50;6;0;1;2;NA;NA;FALSE;TRUE;"NOT-IMP"
1361;50;6;0;1;2;NA;NA;FALSE;TRUE;"NOT-IMP"
13728;50;6;0;1;2;0.869;0.758;FALSE;FALSE;"NOT-flipped"
13759;50;6;0;1;2;NA;NA;FALSE;TRUE;"NOT-IMP"
13810;50;6;0;1;2;0.505;0.783;FALSE;FALSE;"NOT-flipped"
1395;50;6;0;1;2;0.748;0.811;FALSE;FALSE;"NOT-flipped"
14042;50;6;0;1;2;NA;NA;FALSE;TRUE;"NOT-IMP"
14687;50;6;0;1;2;0.785;0.806;FALSE;FALSE;"NOT-flipped"
14797;50;6;0;1;2;NA;NA;FALSE;TRUE;"NOT-IMP"
14800;50;6;0;1;2;NA;NA;FALSE;TRUE;"NOT-IMP"
14857;50;6;0;1;2;NA;NA;FALSE;TRUE;"NOT-IMP"
14984;50;6;0;1;2;0.578;0.61;FALSE;FALSE;"NOT-flipped"
15487;50;6;0;1;2;NA;NA;FALSE;TRUE;"NOT-IMP"
15732;50;6;0;1;2;0.768;0.829;FALSE;FALSE;"NOT-flipped"
15807;50;6;0;1;2;NA;NA;FALSE;TRUE;"NOT-IMP"
16409;50;6;0;1;2;NA;NA;FALSE;TRUE;"NOT-IMP"
16434;50;6;0;1;2;NA;NA;FALSE;TRUE;"NOT-IMP"
1667;50;6;0;1;2;NA;NA;FALSE;TRUE;"NOT-IMP"
16924;50;6;0;1;2;0.792;0.676;FALSE;FALSE;"NOT-flipped"
17347;50;6;0;1;2;0.845;0.73;FALSE;FALSE;"NOT-flipped"
17718;50;6;0;1;2;NA;NA;FALSE;TRUE;"NOT-IMP"
